Timestamp (s),Sensor Value
16-45-56-398,-0.61
16-45-56-440,-0.61
16-45-56-481,-0.61
16-45-56-504,-0.61
16-45-56-545,-0.61
16-45-56-586,-0.61
16-45-56-607,-0.61
16-45-56-649,-0.61
16-45-56-689,-0.61
16-45-56-713,-0.61
16-45-56-754,-0.61
16-45-56-776,-0.61
16-45-56-816,-0.61
16-45-56-858,-0.62
16-45-56-879,-0.62
16-45-56-920,-0.63
16-45-56-961,-0.63
16-45-56-982,-0.63
16-45-57-024,-0.64
16-45-57-066,-0.64
16-45-57-087,-0.65
16-45-57-129,-0.65
16-45-57-170,-0.65
16-45-57-191,-0.66
16-45-57-232,-0.66
16-45-57-253,-0.66
16-45-57-294,-0.66
16-45-57-335,-0.66
16-45-57-355,-0.67
16-45-57-397,-0.67
16-45-57-438,-0.67
16-45-57-459,-0.67
16-45-57-500,-0.67
16-45-57-542,-0.67
16-45-57-562,-0.66
16-45-57-604,-0.66
16-45-57-645,-0.64
16-45-57-666,-0.64
16-45-57-708,-0.64
16-45-57-729,-0.62
16-45-57-770,-0.62
16-45-57-812,-0.59
16-45-57-833,-0.59
16-45-57-874,-0.59
16-45-57-919,-0.56
16-45-57-939,-0.56
16-45-57-980,-0.56
16-45-58-022,-0.53
16-45-58-043,-0.53
16-45-58-084,-0.5
16-45-58-105,-0.5
16-45-58-147,-0.5
16-45-58-188,-0.47
16-45-58-209,-0.47
16-45-58-251,-0.47
16-45-58-292,-0.43
16-45-58-313,-0.43
16-45-58-355,-0.39
16-45-58-396,-0.39
16-45-58-417,-0.39
16-45-58-458,-0.35
16-45-58-499,-0.35
16-45-58-520,-0.35
16-45-58-562,-0.31
16-45-58-583,-0.31
16-45-58-625,-0.26
16-45-58-666,-0.26
16-45-58-686,-0.26
16-45-58-727,-0.19
16-45-58-768,-0.19
16-45-58-789,-0.12
16-45-58-830,-0.12
16-45-58-871,-0.12
16-45-58-892,-0.06
16-45-58-933,-0.06
16-45-58-975,-0.06
16-45-58-995,0
16-45-59-037,0
16-45-59-078,0.06
16-45-59-099,0.06
16-45-59-140,0.06
16-45-59-182,0.11
16-45-59-202,0.11
16-45-59-244,0.11
16-45-59-264,0.16
16-45-59-305,0.16
16-45-59-349,0.21
16-45-59-369,0.21
16-45-59-411,0.21
16-45-59-451,0.27
16-45-59-472,0.27
16-45-59-513,0.34
16-45-59-554,0.34
16-45-59-575,0.34
16-45-59-616,0.42
16-45-59-657,0.42
16-45-59-678,0.42
16-45-59-718,0.54
16-45-59-760,0.54
16-45-59-780,0.74
16-45-59-821,0.74
16-45-59-862,0.74
16-45-59-883,1
16-45-59-929,1
16-45-59-950,1
16-45-59-991,1.28
16-46-00-032,1.28
16-46-00-053,1.59
16-46-00-094,1.59
16-46-00-135,1.59
16-46-00-156,1.89
16-46-00-198,1.89
16-46-00-239,2.18
16-46-00-260,2.18
16-46-00-301,2.18
16-46-00-344,2.45
16-46-00-365,2.45
16-46-00-406,2.45
16-46-00-426,2.73
16-46-00-468,2.73
16-46-00-509,3.01
16-46-00-530,3.01
16-46-00-570,3.01
16-46-00-612,3.28
16-46-00-633,3.28
16-46-00-674,3.28
16-46-00-716,3.55
16-46-00-736,3.55
16-46-00-778,3.8
16-46-00-819,3.8
16-46-00-840,3.8
16-46-00-881,4.05
16-46-00-922,4.05
16-46-00-943,4.05
16-46-00-984,4.26
16-46-01-005,4.26
16-46-01-046,4.43
16-46-01-087,4.43
16-46-01-108,4.43
16-46-01-150,4.5
16-46-01-191,4.5
16-46-01-212,4.5
16-46-01-253,4.5
16-46-01-294,4.5
16-46-01-315,4.46
16-46-01-356,4.46
16-46-01-397,4.46
16-46-01-418,4.36
16-46-01-459,4.36
16-46-01-500,4.21
16-46-01-521,4.21
16-46-01-562,4.21
16-46-01-602,4.03
16-46-01-623,4.03
16-46-01-664,4.03
16-46-01-705,3.84
16-46-01-725,3.84
16-46-01-766,3.64
16-46-01-808,3.64
16-46-01-828,3.64
16-46-01-870,3.46
16-46-01-911,3.46
16-46-01-932,3.27
16-46-01-973,3.27
16-46-02-015,3.27
16-46-02-036,3.09
16-46-02-077,3.09
16-46-02-098,3.09
16-46-02-139,2.9
16-46-02-180,2.9
16-46-02-201,2.7
16-46-02-243,2.7
16-46-02-284,2.7
16-46-02-304,2.5
16-46-02-345,2.5
16-46-02-386,2.5
16-46-02-407,2.31
16-46-02-448,2.31
16-46-02-490,2.14
16-46-02-511,2.14
16-46-02-552,2.14
16-46-02-593,2
16-46-02-614,2
16-46-02-655,2
16-46-02-697,1.89
16-46-02-717,1.89
16-46-02-759,1.79
16-46-02-780,1.79
16-46-02-822,1.79
16-46-02-863,1.68
16-46-02-884,1.68
16-46-02-925,1.56
16-46-02-965,1.56
16-46-02-986,1.56
16-46-03-027,1.44
16-46-03-068,1.44
16-46-03-089,1.44
16-46-03-130,1.33
16-46-03-171,1.33
16-46-03-192,1.22
16-46-03-233,1.22
16-46-03-274,1.22
16-46-03-299,1.11
16-46-03-340,1.11
16-46-03-361,1.11
16-46-03-402,0.98
16-46-03-444,0.98
16-46-03-465,0.9
16-46-03-506,0.9
16-46-03-547,0.9
16-46-03-568,0.82
16-46-03-610,0.82
16-46-03-651,0.76
16-46-03-672,0.76
16-46-03-713,0.76
16-46-03-754,0.74
16-46-03-774,0.74
16-46-03-816,0.74
16-46-03-859,0.7
16-46-03-881,0.7
16-46-03-922,0.65
16-46-03-943,0.65
16-46-03-984,0.65
16-46-04-025,0.59
16-46-04-046,0.59
16-46-04-087,0.59
16-46-04-128,0.55
16-46-04-149,0.55
16-46-04-190,0.51
16-46-04-231,0.51
16-46-04-252,0.51
16-46-04-293,0.51
16-46-04-335,0.51
16-46-04-356,0.54
16-46-04-397,0.54
16-46-04-439,0.54
16-46-04-459,0.57
16-46-04-500,0.57
16-46-04-521,0.57
16-46-04-562,0.59
16-46-04-604,0.59
16-46-04-624,0.58
16-46-04-666,0.58
16-46-04-707,0.58
16-46-04-731,0.55
16-46-04-772,0.55
16-46-04-814,0.55
16-46-04-834,0.55
16-46-04-875,0.55
16-46-04-896,0.58
16-46-04-937,0.58
16-46-04-978,0.58
16-46-05-019,0.62
16-46-05-039,0.62
16-46-05-081,0.62
16-46-05-101,0.63
16-46-05-143,0.63
16-46-05-184,0.64
16-46-05-205,0.64
16-46-05-246,0.64
16-46-05-287,0.63
16-46-05-309,0.63
16-46-05-350,0.56
16-46-05-390,0.56
16-46-05-411,0.56
16-46-05-453,0.5
16-46-05-494,0.5
16-46-05-515,0.5
16-46-05-556,0.45
16-46-05-598,0.45
16-46-05-618,0.4
16-46-05-659,0.4
16-46-05-701,0.4
16-46-05-722,0.32
16-46-05-764,0.32
16-46-05-784,0.32
16-46-05-826,0.24
16-46-05-868,0.24
16-46-05-889,0.15
16-46-05-930,0.15
16-46-05-971,0.15
16-46-05-992,0.11
16-46-06-033,0.11
16-46-06-074,0.08
16-46-06-095,0.08
16-46-06-137,0.08
16-46-06-178,0.09
16-46-06-198,0.09
16-46-06-240,0.09
16-46-06-260,0.13
16-46-06-302,0.13
16-46-06-343,0.2
16-46-06-364,0.2
16-46-06-405,0.2
16-46-06-447,0.23
16-46-06-468,0.23
16-46-06-509,0.23
16-46-06-551,0.26
16-46-06-571,0.26
16-46-06-613,0.28
16-46-06-654,0.28
16-46-06-675,0.28
16-46-06-717,0.29
16-46-06-757,0.29
16-46-06-778,0.29
16-46-06-819,0.3
16-46-06-860,0.3
16-46-06-882,0.32
16-46-06-923,0.32
16-46-06-944,0.32
16-46-06-985,0.37
16-46-07-027,0.37
16-46-07-047,0.42
16-46-07-088,0.42
16-46-07-129,0.42
16-46-07-151,0.48
16-46-07-192,0.48
16-46-07-233,0.48
16-46-07-253,0.58
16-46-07-294,0.58
16-46-07-336,0.66
16-46-07-357,0.66
16-46-07-397,0.66
16-46-07-439,0.73
16-46-07-460,0.73
16-46-07-501,0.73
16-46-07-542,0.78
16-46-07-563,0.78
16-46-07-605,0.81
16-46-07-646,0.81
16-46-07-667,0.81
16-46-07-708,0.81
16-46-07-729,0.81
16-46-07-771,0.82
16-46-07-812,0.82
16-46-07-833,0.82
16-46-07-873,0.82
16-46-07-914,0.82
16-46-07-935,0.82
16-46-07-976,0.81
16-46-08-018,0.81
16-46-08-039,0.81
16-46-08-080,0.81
16-46-08-121,0.81
16-46-08-141,0.8
16-46-08-183,0.8
16-46-08-224,0.8
16-46-08-245,0.8
16-46-08-286,0.8
16-46-08-327,0.8
16-46-08-348,0.8
16-46-08-390,0.8
16-46-08-431,0.79
16-46-08-452,0.79
16-46-08-493,0.79
16-46-08-534,0.79
16-46-08-554,0.79
16-46-08-596,0.78
16-46-08-616,0.78
16-46-08-658,0.78
16-46-08-700,0.77
16-46-08-721,0.77
16-46-08-763,0.77
16-46-08-804,0.77
16-46-08-824,0.77
16-46-08-866,0.77
16-46-08-906,0.77
16-46-08-927,0.77
16-46-08-968,0.78
16-46-09-010,0.78
16-46-09-031,0.78
16-46-09-072,0.78
16-46-09-113,0.78
16-46-09-133,0.78
16-46-09-176,0.78
16-46-09-197,0.78
16-46-09-238,0.79
16-46-09-280,0.79
16-46-09-301,0.79
16-46-09-342,0.79
16-46-09-383,0.79
16-46-09-403,0.79
16-46-09-444,0.79
16-46-09-485,0.79
16-46-09-506,0.79
16-46-09-547,0.79
16-46-09-588,0.79
16-46-09-609,0.79
16-46-09-650,0.79
16-46-09-691,0.79
16-46-09-713,0.79
16-46-09-754,0.8
16-46-09-795,0.8
16-46-09-816,0.8
16-46-09-857,0.8
16-46-09-898,0.8
16-46-09-918,0.8
16-46-09-960,0.8
16-46-10-001,0.8
16-46-10-022,0.8
16-46-10-063,0.8
16-46-10-104,0.8
16-46-10-124,0.81
16-46-10-166,0.81
16-46-10-186,0.81
16-46-10-227,0.81
16-46-10-268,0.81
16-46-10-289,0.81
16-46-10-330,0.81
16-46-10-371,0.81
16-46-10-392,0.81
16-46-10-432,0.81
16-46-10-473,0.81
16-46-10-493,0.81
16-46-10-534,0.81
16-46-10-575,0.81
16-46-10-616,0.81
16-46-10-637,0.81
16-46-10-677,0.81
16-46-10-698,0.81
16-46-10-739,0.81
16-46-10-780,0.81
16-46-10-801,0.81
16-46-10-842,0.83
16-46-10-884,0.83
16-46-10-905,0.86
16-46-10-946,0.86
16-46-10-991,0.86
16-46-11-011,0.92
16-46-11-052,0.92
16-46-11-094,0.92
16-46-11-115,1.02
16-46-11-156,1.02
16-46-11-177,1.19
16-46-11-218,1.19
16-46-11-259,1.19
16-46-11-280,1.37
16-46-11-322,1.37
16-46-11-363,1.37
16-46-11-383,1.57
16-46-11-425,1.57
16-46-11-467,1.79
16-46-11-487,1.79
16-46-11-530,1.79
16-46-11-570,2.09
16-46-11-591,2.09
16-46-11-632,2.43
16-46-11-674,2.43
16-46-11-694,2.43
16-46-11-735,2.73
16-46-11-756,2.73
16-46-11-797,2.73
16-46-11-838,3.06
16-46-11-859,3.06
16-46-11-900,3.34
16-46-11-940,3.34
16-46-11-963,3.34
16-46-12-004,3.46
16-46-12-045,3.46
16-46-12-066,3.46
16-46-12-107,3.69
16-46-12-148,3.69
16-46-12-169,4.02
16-46-12-209,4.02
16-46-12-251,4.02
16-46-12-271,4.35
16-46-12-312,4.35
16-46-12-353,4.35
16-46-12-374,4.64
16-46-12-415,4.64
16-46-12-456,4.88
16-46-12-476,4.88
16-46-12-517,4.88
16-46-12-558,5.08
16-46-12-579,5.08
16-46-12-620,5.24
16-46-12-661,5.24
16-46-12-682,5.24
16-46-12-723,5.34
16-46-12-764,5.34
16-46-12-785,5.34
16-46-12-826,5.42
16-46-12-867,5.42
16-46-12-888,5.52
16-46-12-929,5.52
16-46-12-970,5.52
16-46-12-991,5.61
16-46-13-032,5.61
16-46-13-072,5.61
16-46-13-093,5.6
16-46-13-133,5.6
16-46-13-174,5.56
16-46-13-195,5.56
16-46-13-236,5.56
16-46-13-277,5.52
16-46-13-297,5.52
16-46-13-339,5.49
16-46-13-380,5.49
16-46-13-401,5.49
16-46-13-442,5.3
16-46-13-462,5.3
16-46-13-503,5.3
16-46-13-545,5.14
16-46-13-566,5.14
16-46-13-607,5.06
16-46-13-648,5.06
16-46-13-668,5.06
16-46-13-709,4.82
16-46-13-750,4.82
16-46-13-771,4.82
16-46-13-812,4.45
16-46-13-853,4.45
16-46-13-874,4.1
16-46-13-916,4.1
16-46-13-956,4.1
16-46-13-977,3.75
16-46-14-019,3.75
16-46-14-060,3.75
16-46-14-081,3.42
16-46-14-122,3.42
16-46-14-164,3.07
16-46-14-185,3.07
16-46-14-226,3.07
16-46-14-267,2.74
16-46-14-288,2.74
16-46-14-330,2.43
16-46-14-350,2.43
16-46-14-392,2.43
16-46-14-437,2.11
16-46-14-457,2.11
16-46-14-498,2.11
16-46-14-541,1.78
16-46-14-561,1.78
16-46-14-602,1.45
16-46-14-623,1.45
16-46-14-665,1.45
16-46-14-706,1.12
16-46-14-727,1.12
16-46-14-768,1.12
16-46-14-809,0.79
16-46-14-829,0.79
16-46-14-870,0.48
16-46-14-911,0.48
16-46-14-932,0.48
16-46-14-973,0.3
16-46-15-015,0.3
16-46-15-036,0.2
16-46-15-077,0.2
16-46-15-118,0.2
16-46-15-139,0.16
16-46-15-180,0.16
16-46-15-221,0.16
16-46-15-242,0.1
16-46-15-283,0.1
16-46-15-325,0.05
16-46-15-345,0.05
16-46-15-386,0.05
16-46-15-428,0.03
16-46-15-448,0.03
16-46-15-490,0.03
16-46-15-511,0.03
16-46-15-552,0.03
16-46-15-597,0.01
16-46-15-617,0.01
16-46-15-659,0.01
16-46-15-700,-0.02
16-46-15-721,-0.02
16-46-15-762,-0.01
16-46-15-783,-0.01
16-46-15-825,-0.01
16-46-15-866,-0.02
16-46-15-887,-0.02
16-46-15-928,-0.02
16-46-15-969,-0.09
16-46-15-989,-0.09
16-46-16-031,-0.14
16-46-16-072,-0.14
16-46-16-093,-0.14
16-46-16-138,-0.14
16-46-16-159,-0.14
16-46-16-200,-0.14
16-46-16-247,-0.13
16-46-16-267,-0.13
16-46-16-308,-0.23
16-46-16-329,-0.23
16-46-16-370,-0.23
16-46-16-412,-0.32
16-46-16-432,-0.32
16-46-16-474,-0.32
16-46-16-514,-0.35
16-46-16-536,-0.35
16-46-16-576,-0.33
16-46-16-618,-0.33
16-46-16-639,-0.33
16-46-16-683,-0.3
16-46-16-724,-0.3
16-46-16-745,-0.22
16-46-16-787,-0.22
16-46-16-807,-0.22
16-46-16-849,-0.11
16-46-16-891,-0.11
16-46-16-911,-0.11
16-46-16-952,-0.03
16-46-16-993,-0.03
16-46-17-014,0.02
16-46-17-055,0.02
16-46-17-097,0.02
16-46-17-117,0.06
16-46-17-158,0.06
16-46-17-200,0.06
16-46-17-220,0.12
16-46-17-261,0.12
16-46-17-303,0.22
16-46-17-324,0.22
16-46-17-365,0.22
16-46-17-408,0.3
16-46-17-429,0.3
16-46-17-469,0.42
16-46-17-490,0.42
16-46-17-532,0.42
16-46-17-573,0.63
16-46-17-593,0.63
16-46-17-635,0.63
16-46-17-676,0.84
16-46-17-697,0.84
16-46-17-738,0.99
16-46-17-779,0.99
16-46-17-800,0.99
16-46-17-844,1.08
16-46-17-865,1.08
16-46-17-906,1.08
16-46-17-950,1.35
16-46-17-971,1.35
16-46-18-013,1.56
16-46-18-058,1.56
16-46-18-078,1.56
16-46-18-119,1.81
16-46-18-140,1.81
16-46-18-181,2
16-46-18-222,2
16-46-18-242,2
16-46-18-284,2.23
16-46-18-324,2.23
16-46-18-345,2.23
16-46-18-386,2.48
16-46-18-427,2.48
16-46-18-448,2.8
16-46-18-489,2.8
16-46-18-531,2.8
16-46-18-551,2.99
16-46-18-593,2.99
16-46-18-634,2.99
16-46-18-654,3.32
16-46-18-695,3.32
16-46-18-737,3.65
16-46-18-758,3.65
16-46-18-800,3.65
16-46-18-841,3.96
16-46-18-861,3.96
16-46-18-903,3.96
16-46-18-923,4.09
16-46-18-964,4.09
16-46-19-005,4.18
16-46-19-027,4.18
16-46-19-068,4.18
16-46-19-109,4.3
16-46-19-130,4.3
16-46-19-171,4.36
16-46-19-213,4.36
16-46-19-233,4.36
16-46-19-274,4.49
16-46-19-315,4.49
16-46-19-336,4.49
16-46-19-377,4.57
16-46-19-418,4.57
16-46-19-439,4.57
16-46-19-479,4.57
16-46-19-521,4.57
16-46-19-541,4.45
16-46-19-583,4.45
16-46-19-624,4.45
16-46-19-644,4.18
16-46-19-685,4.18
16-46-19-727,3.93
16-46-19-747,3.93
16-46-19-788,3.93
16-46-19-829,3.88
16-46-19-850,3.88
16-46-19-891,3.72
16-46-19-932,3.72
16-46-19-952,3.72
16-46-19-993,3.45
16-46-20-034,3.45
16-46-20-055,3.45
16-46-20-096,3.23
16-46-20-137,3.23
16-46-20-157,3.1
16-46-20-199,3.1
16-46-20-240,3.1
16-46-20-261,2.84
16-46-20-302,2.84
16-46-20-323,2.84
16-46-20-364,2.57
16-46-20-405,2.57
16-46-20-425,2.31
16-46-20-466,2.31
16-46-20-507,2.31
16-46-20-527,2.03
16-46-20-568,2.03
16-46-20-610,2.03
16-46-20-630,1.75
16-46-20-671,1.75
16-46-20-713,1.3
16-46-20-734,1.3
16-46-20-775,1.3
16-46-20-816,0.86
