Timestamp (s),Sensor Value
15-51-22-258,2.39
15-51-22-290,2.39
15-51-22-338,2.37
15-51-22-369,2.37
15-51-22-401,2.37
15-51-22-433,2.37
15-51-22-465,2.37
15-51-22-497,2.37
15-51-22-531,2.37
15-51-22-576,2.37
15-51-22-607,2.38
15-51-22-639,2.38
15-51-22-671,2.38
15-51-22-702,2.39
15-51-22-747,2.39
15-51-22-781,2.41
15-51-22-813,2.41
15-51-22-845,2.41
15-51-22-880,2.42
15-51-22-914,2.42
15-51-22-940,2.42
15-51-22-987,2.43
15-51-23-019,2.43
15-51-23-051,2.44
15-51-23-082,2.44
15-51-23-114,2.44
15-51-23-148,2.45
15-51-23-178,2.45
15-51-23-225,2.45
15-51-23-257,2.45
15-51-23-289,2.45
15-51-23-321,2.46
15-51-23-352,2.46
15-51-23-383,2.46
15-51-23-430,2.47
15-51-23-463,2.47
15-51-23-494,2.47
15-51-23-532,2.47
15-51-23-557,2.47
15-51-23-589,2.48
15-51-23-636,2.48
15-51-23-667,2.48
15-51-23-699,2.48
15-51-23-733,2.48
15-51-23-765,2.48
15-51-23-798,2.48
15-51-23-833,2.48
15-51-23-874,2.49
15-51-23-905,2.49
15-51-23-937,2.49
15-51-23-968,2.49
15-51-24-000,2.49
15-51-24-034,2.49
15-51-24-079,2.49
15-51-24-111,2.49
15-51-24-143,2.49
15-51-24-183,2.49
15-51-24-215,2.48
15-51-24-249,2.48
15-51-24-270,2.48
15-51-24-319,2.48
15-51-24-349,2.48
15-51-24-381,2.48
15-51-24-413,2.48
15-51-24-449,2.48
15-51-24-476,2.48
15-51-24-524,2.48
15-51-24-556,2.48
15-51-24-588,2.48
15-51-24-619,2.48
15-51-24-651,2.48
15-51-24-683,2.48
15-51-24-714,2.48
15-51-24-761,2.48
15-51-24-792,2.48
15-51-24-825,2.48
15-51-24-856,2.48
15-51-24-888,2.48
15-51-24-919,2.48
15-51-24-966,2.48
15-51-24-999,2.48
15-51-25-030,2.48
15-51-25-062,2.48
15-51-25-093,2.48
15-51-25-136,2.48
15-51-25-172,2.48
15-51-25-204,2.48
15-51-25-237,2.48
15-51-25-268,2.48
15-51-25-300,2.48
15-51-25-337,2.48
15-51-25-363,2.48
15-51-25-401,2.48
15-51-25-442,2.48
15-51-25-474,2.48
15-51-25-506,2.48
15-51-25-538,2.48
15-51-25-580,2.47
15-51-25-612,2.47
15-51-25-644,2.47
15-51-25-676,2.47
15-51-25-717,2.47
15-51-25-751,2.48
15-51-25-771,2.48
15-51-25-818,2.48
15-51-25-851,2.53
15-51-25-882,2.53
15-51-25-913,2.53
15-51-25-945,2.64
15-51-25-977,2.64
15-51-26-024,2.78
15-51-26-055,2.78
15-51-26-087,2.78
15-51-26-118,2.95
15-51-26-150,2.95
15-51-26-182,3.12
15-51-26-229,3.12
15-51-26-261,3.12
15-51-26-293,3.31
15-51-26-325,3.31
15-51-26-356,3.31
15-51-26-388,3.53
15-51-26-434,3.53
15-51-26-467,3.77
15-51-26-498,3.77
15-51-26-530,3.77
15-51-26-569,4.03
15-51-26-594,4.03
15-51-26-625,4.03
15-51-26-673,4.3
15-51-26-705,4.3
15-51-26-739,4.58
15-51-26-768,4.58
15-51-26-799,4.58
15-51-26-840,4.86
15-51-26-864,4.86
15-51-26-911,5.13
15-51-26-943,5.13
15-51-26-973,5.13
15-51-27-006,5.41
15-51-27-040,5.41
15-51-27-083,5.41
15-51-27-115,5.68
15-51-27-146,5.68
15-51-27-185,5.96
15-51-27-210,5.96
15-51-27-251,5.96
15-51-27-283,6.18
15-51-27-318,6.18
15-51-27-346,6.18
15-51-27-378,6.35
15-51-27-409,6.35
15-51-27-457,6.48
15-51-27-488,6.48
15-51-27-520,6.48
15-51-27-551,6.59
15-51-27-583,6.59
15-51-27-614,6.59
15-51-27-661,6.68
15-51-27-685,6.68
15-51-27-733,6.77
15-51-27-765,6.77
15-51-27-796,6.77
15-51-27-828,6.83
15-51-27-860,6.83
15-51-27-891,6.86
15-51-27-922,6.86
15-51-27-969,6.86
15-51-28-002,6.87
15-51-28-036,6.87
15-51-28-065,6.87
15-51-28-097,6.87
15-51-28-128,6.87
15-51-28-160,6.87
15-51-28-204,6.87
15-51-28-243,6.87
15-51-28-267,6.87
15-51-28-299,6.87
15-51-28-343,6.87
15-51-28-370,6.86
15-51-28-403,6.86
15-51-28-443,6.85
15-51-28-481,6.85
15-51-28-514,6.85
15-51-28-546,6.85
15-51-28-577,6.85
15-51-28-609,6.84
15-51-28-644,6.84
15-51-28-672,6.84
15-51-28-719,6.84
15-51-28-753,6.84
15-51-28-787,6.84
15-51-28-815,6.83
15-51-28-854,6.83
15-51-28-878,6.83
15-51-28-925,6.83
15-51-28-957,6.83
15-51-28-986,6.82
15-51-29-021,6.82
15-51-29-050,6.82
15-51-29-097,6.82
15-51-29-129,6.82
15-51-29-160,6.81
15-51-29-192,6.81
15-51-29-223,6.81
15-51-29-256,6.81
15-51-29-289,6.81
15-51-29-334,6.81
15-51-29-366,6.8
15-51-29-398,6.8
15-51-29-429,6.78
15-51-29-461,6.78
15-51-29-504,6.78
15-51-29-539,6.76
15-51-29-572,6.76
15-51-29-604,6.73
15-51-29-635,6.73
15-51-29-667,6.73
15-51-29-698,6.68
15-51-29-730,6.68
15-51-29-777,6.68
15-51-29-808,6.64
15-51-29-847,6.64
15-51-29-872,6.6
15-51-29-904,6.6
15-51-29-947,6.6
15-51-29-983,6.55
15-51-30-014,6.55
15-51-30-048,6.55
15-51-30-076,6.47
15-51-30-108,6.47
15-51-30-154,6.35
15-51-30-186,6.35
15-51-30-217,6.35
15-51-30-248,6.19
15-51-30-279,6.19
15-51-30-311,6.01
15-51-30-358,6.01
15-51-30-390,6.01
15-51-30-421,5.82
15-51-30-453,5.82
15-51-30-484,5.82
15-51-30-515,5.63
15-51-30-563,5.63
15-51-30-594,5.42
15-51-30-626,5.42
15-51-30-657,5.42
15-51-30-688,5.21
15-51-30-720,5.21
15-51-30-767,5.21
15-51-30-799,4.99
15-51-30-831,4.99
15-51-30-863,4.78
15-51-30-895,4.78
15-51-30-927,4.78
15-51-30-974,4.58
15-51-31-005,4.58
15-51-31-036,4.58
15-51-31-068,4.37
15-51-31-100,4.37
15-51-31-131,4.16
15-51-31-173,4.16
15-51-31-205,4.16
15-51-31-237,3.91
15-51-31-269,3.91
15-51-31-301,3.66
15-51-31-349,3.66
15-51-31-381,3.66
15-51-31-412,3.4
15-51-31-451,3.4
15-51-31-475,3.4
15-51-31-506,3.16
15-51-31-551,3.16
15-51-31-586,2.96
15-51-31-617,2.96
15-51-31-652,2.96
15-51-31-680,2.79
15-51-31-712,2.79
15-51-31-752,2.79
15-51-31-792,2.63
15-51-31-822,2.63
15-51-31-854,2.47
15-51-31-886,2.47
15-51-31-917,2.47
15-51-31-952,2.3
15-51-31-996,2.3
15-51-32-027,2.3
15-51-32-059,2.15
15-51-32-090,2.15
15-51-32-124,2
15-51-32-154,2
15-51-32-201,2
15-51-32-233,1.86
15-51-32-265,1.86
15-51-32-296,1.72
15-51-32-328,1.72
15-51-32-360,1.72
15-51-32-408,1.58
15-51-32-439,1.58
15-51-32-471,1.58
15-51-32-502,1.45
15-51-32-533,1.45
15-51-32-565,1.35
15-51-32-596,1.35
15-51-32-643,1.35
15-51-32-673,1.28
15-51-32-707,1.28
15-51-32-737,1.28
