Filename,Width (mm),Height (mm),Width (px),Height (px)
16-45-56-111.png,4.1030534351145045,5.486641221374046,86,115
16-45-56-155.png,5.248091603053435,6.7748091603053435,110,142
16-45-56-201.png,4.675572519083969,5.963740458015268,98,125
16-45-56-244.png,0,0,0,0
16-45-56-290.png,0,0,0,0
16-45-56-335.png,0,0,0,0
16-45-56-379.png,0,0,0,0
16-45-56-423.png,0,0,0,0
16-45-56-467.png,0,0,0,0
16-45-56-512.png,5.4389312977099245,6.7748091603053435,114,142
16-45-56-557.png,4.675572519083969,5.963740458015268,98,125
16-45-56-602.png,6.440839694656489,7.299618320610688,135,153
16-45-56-644.png,0,0,0,0
16-45-56-694.png,0,0,0,0
16-45-56-735.png,5.104961832061069,6.4885496183206115,107,136
16-45-56-778.png,3.2919847328244276,4.91412213740458,69,103
16-45-56-824.png,3.6736641221374047,4.150763358778626,77,87
16-45-56-868.png,0,0,0,0
16-45-56-913.png,0,0,0,0
16-45-56-956.png,0,0,0,0
16-45-57-000.png,0,0,0,0
16-45-57-046.png,0,0,0,0
16-45-57-090.png,0,0,0,0
16-45-57-132.png,0,0,0,0
16-45-57-167.png,0,0,0,0
16-45-57-214.png,0,0,0,0
16-45-57-272.png,0,0,0,0
16-45-57-312.png,0,0,0,0
16-45-57-355.png,0,0,0,0
16-45-57-402.png,0,0,0,0
16-45-57-445.png,0,0,0,0
16-45-57-491.png,0,0,0,0
16-45-57-537.png,5.868320610687023,4.91412213740458,123,103
16-45-57-571.png,7.013358778625955,7.061068702290076,147,148
16-45-57-612.png,6.822519083969466,6.7748091603053435,143,142
16-45-57-658.png,7.013358778625955,7.061068702290076,147,148
16-45-57-704.png,7.633587786259542,7.5381679389312986,160,158
16-45-57-741.png,7.633587786259542,7.299618320610688,160,153
16-45-57-795.png,7.633587786259542,7.299618320610688,160,153
16-45-57-834.png,7.8244274809160315,7.58587786259542,164,159
16-45-57-877.png,7.633587786259542,7.58587786259542,160,159
16-45-57-925.png,7.8244274809160315,7.299618320610688,164,153
16-45-57-968.png,8.01526717557252,7.299618320610688,168,153
16-45-58-011.png,8.01526717557252,7.013358778625955,168,147
16-45-58-056.png,7.8244274809160315,7.013358778625955,164,147
16-45-58-099.png,7.8244274809160315,6.7748091603053435,164,142
16-45-58-134.png,8.01526717557252,6.7748091603053435,168,142
16-45-58-183.png,7.58587786259542,6.536259541984733,159,137
16-45-58-234.png,7.776717557251909,6.7748091603053435,163,142
16-45-58-282.png,7.776717557251909,6.7748091603053435,163,142
16-45-58-322.png,7.58587786259542,6.7748091603053435,159,142
16-45-58-367.png,7.58587786259542,6.7748091603053435,159,142
16-45-58-415.png,7.58587786259542,6.4885496183206115,159,136
16-45-58-455.png,7.776717557251909,7.299618320610688,163,153
16-45-58-489.png,8.158396946564887,7.299618320610688,171,153
16-45-58-535.png,7.9675572519083975,7.299618320610688,167,153
16-45-58-580.png,7.776717557251909,7.299618320610688,163,153
16-45-58-623.png,7.9675572519083975,7.299618320610688,167,153
16-45-58-670.png,7.776717557251909,7.299618320610688,163,153
16-45-58-711.png,7.9675572519083975,7.299618320610688,167,153
16-45-58-755.png,7.58587786259542,7.013358778625955,159,147
16-45-58-789.png,7.633587786259542,7.013358778625955,160,147
16-45-58-835.png,7.8244274809160315,7.013358778625955,164,147
16-45-58-868.png,7.8244274809160315,7.013358778625955,164,147
16-45-58-911.png,7.776717557251909,7.013358778625955,163,147
16-45-58-943.png,7.776717557251909,7.013358778625955,163,147
16-45-58-978.png,7.776717557251909,7.013358778625955,163,147
16-45-59-023.png,7.395038167938932,7.013358778625955,155,147
16-45-59-066.png,7.395038167938932,6.7748091603053435,155,142
16-45-59-112.png,7.395038167938932,7.013358778625955,155,147
16-45-59-159.png,7.395038167938932,6.7748091603053435,155,142
16-45-59-202.png,7.442748091603054,6.7748091603053435,156,142
16-45-59-246.png,6.822519083969466,6.536259541984733,143,137
16-45-59-290.png,7.204198473282443,6.7748091603053435,151,142
16-45-59-333.png,7.442748091603054,6.7748091603053435,156,142
16-45-59-379.png,7.8244274809160315,7.5381679389312986,164,158
16-45-59-425.png,7.8244274809160315,7.061068702290076,164,148
16-45-59-468.png,7.8244274809160315,7.299618320610688,164,153
16-45-59-511.png,8.01526717557252,7.299618320610688,168,153
16-45-59-556.png,7.58587786259542,7.013358778625955,159,147
16-45-59-589.png,7.58587786259542,7.013358778625955,159,147
16-45-59-622.png,7.58587786259542,7.013358778625955,159,147
16-45-59-667.png,7.58587786259542,7.013358778625955,159,147
16-45-59-714.png,7.58587786259542,7.013358778625955,159,147
16-45-59-755.png,7.395038167938932,6.7748091603053435,155,142
16-45-59-802.png,7.013358778625955,6.7748091603053435,147,142
16-45-59-846.png,7.633587786259542,6.536259541984733,160,137
16-45-59-889.png,7.633587786259542,6.536259541984733,160,137
16-45-59-936.png,7.58587786259542,6.7748091603053435,159,142
16-45-59-983.png,7.395038167938932,6.7748091603053435,155,142
16-46-00-024.png,7.395038167938932,6.4885496183206115,155,136
16-46-00-071.png,7.395038167938932,6.4885496183206115,155,136
16-46-00-110.png,7.58587786259542,6.4885496183206115,159,136
16-46-00-146.png,7.013358778625955,6.011450381679389,147,126
16-46-00-189.png,7.9675572519083975,6.536259541984733,167,137
16-46-00-235.png,7.9675572519083975,6.7748091603053435,167,142
16-46-00-267.png,7.395038167938932,6.7748091603053435,155,142
16-46-00-311.png,7.061068702290076,6.7748091603053435,148,142
16-46-00-356.png,6.440839694656489,6.4885496183206115,135,136
16-46-00-400.png,6.6316793893129775,6.536259541984733,139,137
16-46-00-433.png,6.822519083969466,6.7748091603053435,143,142
16-46-00-467.png,6.059160305343512,6.4885496183206115,127,136
16-46-00-510.png,6.6316793893129775,6.536259541984733,139,137
16-46-00-544.png,5.486641221374046,6.011450381679389,115,126
16-46-00-590.png,0,0,0,0
16-46-00-633.png,0,0,0,0
16-46-00-677.png,0,0,0,0
16-46-00-725.png,0,0,0,0
16-46-00-767.png,0,0,0,0
16-46-00-814.png,0,0,0,0
16-46-00-858.png,0,0,0,0
16-46-00-902.png,0,0,0,0
16-46-00-948.png,0,0,0,0
16-46-00-988.png,0,0,0,0
16-46-01-033.png,0,0,0,0
16-46-01-066.png,0,0,0,0
16-46-01-112.png,0,0,0,0
16-46-01-156.png,0,0,0,0
16-46-01-205.png,0,0,0,0
16-46-01-250.png,0,0,0,0
16-46-01-304.png,0,0,0,0
16-46-01-344.png,0,0,0,0
16-46-01-389.png,0,0,0,0
16-46-01-439.png,0,0,0,0
16-46-01-479.png,0,0,0,0
16-46-01-525.png,0,0,0,0
16-46-01-569.png,0,0,0,0
16-46-01-609.png,0,0,0,0
16-46-01-644.png,1.5744274809160306,2.099236641221374,33,44
16-46-01-690.png,0,0,0,0
16-46-01-736.png,4.293893129770993,3.9122137404580157,90,82
16-46-01-770.png,0,0,0,0
16-46-01-812.png,0,0,0,0
16-46-01-858.png,0,0,0,0
16-46-01-900.png,0,0,0,0
16-46-01-933.png,0,0,0,0
16-46-01-967.png,0,0,0,0
16-46-02-013.png,1.765267175572519,2.385496183206107,37,50
16-46-02-058.png,4.293893129770993,5.7251908396946565,90,120
16-46-02-091.png,6.6316793893129775,7.013358778625955,139,147
16-46-02-133.png,6.440839694656489,7.013358778625955,135,147
16-46-02-168.png,6.059160305343512,7.013358778625955,127,147
16-46-02-224.png,5.486641221374046,7.061068702290076,115,148
16-46-02-287.png,3.530534351145038,4.3893129770992365,74,92
16-46-02-333.png,5.248091603053435,5.7251908396946565,110,120
16-46-02-380.png,5.820610687022901,6.011450381679389,122,126
16-46-02-424.png,4.866412213740459,5.200381679389313,102,109
16-46-02-468.png,5.057251908396947,5.7251908396946565,106,120
16-46-02-513.png,5.629770992366413,6.25,118,131
16-46-02-549.png,5.629770992366413,5.7251908396946565,118,120
16-46-02-585.png,6.6316793893129775,6.7748091603053435,139,142
16-46-02-622.png,6.822519083969466,6.4885496183206115,143,136
16-46-02-667.png,6.25,6.25,131,131
16-46-02-711.png,7.395038167938932,6.7748091603053435,155,142
16-46-02-754.png,7.58587786259542,6.536259541984733,159,137
16-46-02-802.png,5.2958015267175576,4.675572519083969,111,98
16-46-02-845.png,7.204198473282443,6.7748091603053435,151,142
16-46-02-890.png,7.204198473282443,7.061068702290076,151,148
16-46-02-936.png,7.204198473282443,7.061068702290076,151,148
16-46-02-970.png,6.6316793893129775,6.4885496183206115,139,136
16-46-03-005.png,4.91412213740458,5.200381679389313,103,109
16-46-03-044.png,6.6316793893129775,6.4885496183206115,139,136
16-46-03-078.png,5.868320610687023,5.7251908396946565,123,120
16-46-03-125.png,6.25,6.4885496183206115,131,136
16-46-03-169.png,6.25,6.7748091603053435,131,142
16-46-03-210.png,6.25,6.7748091603053435,131,142
16-46-03-260.png,6.822519083969466,6.7748091603053435,143,142
16-46-03-300.png,5.4389312977099245,6.536259541984733,114,137
16-46-03-332.png,6.6316793893129775,6.7748091603053435,139,142
16-46-03-366.png,0,0,0,0
16-46-03-411.png,0,0,0,0
16-46-03-457.png,4.866412213740459,4.91412213740458,102,103
16-46-03-500.png,0,0,0,0
16-46-03-546.png,0,0,0,0
16-46-03-590.png,3.721374045801527,3.9122137404580157,78,82
16-46-03-633.png,4.1030534351145045,4.675572519083969,86,98
16-46-03-679.png,6.822519083969466,6.7748091603053435,143,142
16-46-03-722.png,0,0,0,0
16-46-03-755.png,0,0,0,0
16-46-03-801.png,1.717557251908397,1.5744274809160306,36,33
16-46-03-845.png,6.440839694656489,6.25,135,131
16-46-03-881.png,3.1011450381679393,3.6736641221374047,65,77
16-46-03-922.png,0,0,0,0
16-46-03-970.png,4.484732824427481,3.9122137404580157,94,82
16-46-04-014.png,7.633587786259542,6.7748091603053435,160,142
16-46-04-056.png,7.8244274809160315,6.536259541984733,164,137
16-46-04-105.png,7.633587786259542,7.013358778625955,160,147
16-46-04-145.png,7.251908396946566,6.7748091603053435,152,142
16-46-04-188.png,6.822519083969466,6.7748091603053435,143,142
16-46-04-234.png,6.059160305343512,6.25,127,131
16-46-04-278.png,6.059160305343512,6.25,127,131
16-46-04-325.png,5.629770992366413,6.25,118,131
16-46-04-369.png,5.629770992366413,6.25,118,131
16-46-04-411.png,6.011450381679389,6.536259541984733,126,137
16-46-04-460.png,5.629770992366413,6.25,118,131
16-46-04-500.png,5.820610687022901,6.536259541984733,122,137
16-46-04-544.png,5.629770992366413,6.536259541984733,118,137
16-46-04-591.png,5.629770992366413,6.25,118,131
16-46-04-634.png,0,0,0,0
16-46-04-680.png,0,0,0,0
16-46-04-725.png,0,0,0,0
16-46-04-767.png,0,0,0,0
16-46-04-817.png,0,0,0,0
16-46-04-862.png,0,0,0,0
16-46-04-902.png,0,0,0,0
16-46-04-949.png,0,0,0,0
16-46-04-989.png,6.25,6.25,131,131
16-46-05-033.png,6.440839694656489,6.011450381679389,135,126
16-46-05-071.png,6.440839694656489,6.25,135,131
16-46-05-114.png,6.059160305343512,6.011450381679389,127,126
16-46-05-149.png,6.059160305343512,6.25,127,131
16-46-05-189.png,6.25,6.4885496183206115,131,136
16-46-05-226.png,6.25,6.4885496183206115,131,136
16-46-05-267.png,6.25,6.25,131,131
16-46-05-311.png,6.822519083969466,6.7748091603053435,143,142
16-46-05-345.png,6.822519083969466,6.7748091603053435,143,142
16-46-05-378.png,7.251908396946566,7.013358778625955,152,147
16-46-05-413.png,7.204198473282443,6.7748091603053435,151,142
16-46-05-459.png,7.58587786259542,6.7748091603053435,159,142
16-46-05-501.png,7.395038167938932,6.7748091603053435,155,142
16-46-05-545.png,7.204198473282443,6.7748091603053435,151,142
16-46-05-593.png,7.013358778625955,6.7748091603053435,147,142
16-46-05-636.png,7.013358778625955,7.013358778625955,147,147
16-46-05-678.png,7.251908396946566,6.7748091603053435,152,142
16-46-05-725.png,7.204198473282443,6.7748091603053435,151,142
16-46-05-768.png,7.013358778625955,6.7748091603053435,147,142
16-46-05-813.png,7.013358778625955,6.7748091603053435,147,142
16-46-05-858.png,7.395038167938932,6.4885496183206115,155,136
16-46-05-900.png,7.395038167938932,6.7748091603053435,155,142
16-46-05-944.png,7.204198473282443,6.4885496183206115,151,136
16-46-05-992.png,7.395038167938932,6.4885496183206115,155,136
16-46-06-035.png,7.013358778625955,6.4885496183206115,147,136
16-46-06-080.png,7.204198473282443,6.4885496183206115,151,136
16-46-06-124.png,7.204198473282443,6.4885496183206115,151,136
16-46-06-183.png,7.395038167938932,6.4885496183206115,155,136
16-46-06-224.png,7.395038167938932,6.7748091603053435,155,142
16-46-06-267.png,7.776717557251909,7.299618320610688,163,153
16-46-06-313.png,7.58587786259542,7.061068702290076,159,148
16-46-06-355.png,8.01526717557252,7.061068702290076,168,148
16-46-06-388.png,7.776717557251909,7.299618320610688,163,153
16-46-06-423.png,7.395038167938932,7.061068702290076,155,148
16-46-06-467.png,7.395038167938932,7.013358778625955,155,147
16-46-06-512.png,7.58587786259542,7.013358778625955,159,147
16-46-06-556.png,7.395038167938932,7.013358778625955,155,147
16-46-06-603.png,7.395038167938932,7.013358778625955,155,147
16-46-06-603.png,1.1450381679389314,2.099236641221374,24,44
16-46-06-645.png,7.633587786259542,6.7748091603053435,160,142
16-46-06-689.png,7.633587786259542,6.7748091603053435,160,142
16-46-06-737.png,7.395038167938932,6.7748091603053435,155,142
16-46-06-779.png,7.204198473282443,6.7748091603053435,151,142
16-46-06-821.png,7.013358778625955,6.536259541984733,147,137
16-46-06-871.png,7.204198473282443,6.536259541984733,151,137
16-46-06-905.png,7.204198473282443,6.536259541984733,151,137
16-46-06-941.png,7.204198473282443,6.536259541984733,151,137
16-46-06-977.png,7.395038167938932,6.536259541984733,155,137
16-46-07-012.png,7.251908396946566,6.536259541984733,152,137
16-46-07-058.png,7.251908396946566,6.25,152,131
16-46-07-101.png,7.251908396946566,6.4885496183206115,152,136
16-46-07-145.png,7.633587786259542,6.7748091603053435,160,142
16-46-07-194.png,7.442748091603054,6.7748091603053435,156,142
16-46-07-238.png,7.204198473282443,6.7748091603053435,151,142
16-46-07-278.png,7.204198473282443,6.7748091603053435,151,142
16-46-07-327.png,7.013358778625955,6.7748091603053435,147,142
16-46-07-364.png,6.822519083969466,6.7748091603053435,143,142
16-46-07-401.png,6.6316793893129775,6.7748091603053435,139,142
16-46-07-447.png,6.6316793893129775,6.7748091603053435,139,142
16-46-07-490.png,6.6316793893129775,6.4885496183206115,139,136
16-46-07-535.png,6.822519083969466,6.4885496183206115,143,136
16-46-07-584.png,7.013358778625955,6.7748091603053435,147,142
16-46-07-638.png,7.013358778625955,6.4885496183206115,147,136
16-46-07-679.png,7.013358778625955,6.4885496183206115,147,136
16-46-07-723.png,7.013358778625955,6.4885496183206115,147,136
16-46-07-767.png,7.013358778625955,6.4885496183206115,147,136
16-46-07-815.png,7.013358778625955,6.4885496183206115,147,136
16-46-07-850.png,6.822519083969466,6.25,143,131
16-46-07-888.png,6.6316793893129775,6.25,139,131
16-46-07-922.png,6.6316793893129775,6.25,139,131
16-46-07-972.png,6.6316793893129775,6.25,139,131
16-46-08-011.png,7.204198473282443,6.4885496183206115,151,136
16-46-08-056.png,7.633587786259542,6.727099236641222,160,141
16-46-08-105.png,7.442748091603054,6.727099236641222,156,141
16-46-08-143.png,7.442748091603054,6.727099236641222,156,141
16-46-08-190.png,7.633587786259542,6.727099236641222,160,141
16-46-08-235.png,7.633587786259542,6.727099236641222,160,141
16-46-08-279.png,7.58587786259542,6.727099236641222,159,141
16-46-08-325.png,7.58587786259542,6.727099236641222,159,141
16-46-08-368.png,7.395038167938932,6.4885496183206115,155,136
16-46-08-412.png,7.58587786259542,6.4885496183206115,159,136
16-46-08-459.png,7.395038167938932,6.4885496183206115,155,136
16-46-08-501.png,7.395038167938932,6.25,155,131
16-46-08-548.png,7.395038167938932,6.25,155,131
16-46-08-593.png,7.58587786259542,6.4885496183206115,159,136
16-46-08-634.png,7.395038167938932,6.25,155,131
16-46-08-667.png,7.204198473282443,6.25,151,131
16-46-08-702.png,7.395038167938932,6.25,155,131
16-46-08-748.png,7.204198473282443,6.4885496183206115,151,136
16-46-08-792.png,7.395038167938932,6.4885496183206115,155,136
16-46-08-854.png,7.776717557251909,6.4885496183206115,163,136
16-46-08-903.png,7.9675572519083975,6.7748091603053435,167,142
16-46-08-958.png,7.9675572519083975,6.7748091603053435,167,142
16-46-09-001.png,7.9675572519083975,6.7748091603053435,167,142
16-46-09-048.png,7.776717557251909,6.4885496183206115,163,136
16-46-09-089.png,7.633587786259542,6.4885496183206115,160,136
16-46-09-134.png,7.633587786259542,6.727099236641222,160,141
16-46-09-178.png,7.633587786259542,6.727099236641222,160,141
16-46-09-222.png,7.395038167938932,6.4885496183206115,155,136
16-46-09-270.png,7.395038167938932,6.4885496183206115,155,136
16-46-09-312.png,7.442748091603054,6.4885496183206115,156,136
16-46-09-357.png,7.442748091603054,6.7748091603053435,156,142
16-46-09-404.png,7.251908396946566,6.4885496183206115,152,136
16-46-09-444.png,7.061068702290076,6.4885496183206115,148,136
16-46-09-477.png,7.251908396946566,6.25,152,131
16-46-09-522.png,7.251908396946566,6.25,152,131
16-46-09-569.png,7.251908396946566,6.25,152,131
16-46-09-612.png,7.251908396946566,6.7748091603053435,152,142
16-46-09-660.png,7.633587786259542,6.7748091603053435,160,142
16-46-09-700.png,7.633587786259542,6.7748091603053435,160,142
16-46-09-744.png,7.633587786259542,6.7748091603053435,160,142
16-46-09-795.png,7.633587786259542,6.7748091603053435,160,142
16-46-09-835.png,7.442748091603054,6.7748091603053435,156,142
16-46-09-878.png,7.442748091603054,6.7748091603053435,156,142
16-46-09-924.png,7.442748091603054,6.7748091603053435,156,142
16-46-09-967.png,7.395038167938932,6.7748091603053435,155,142
16-46-10-016.png,7.395038167938932,6.536259541984733,155,137
16-46-10-067.png,7.013358778625955,6.7748091603053435,147,142
16-46-10-112.png,7.013358778625955,6.4885496183206115,147,136
16-46-10-156.png,7.013358778625955,6.7748091603053435,147,142
16-46-10-198.png,7.013358778625955,6.25,147,131
16-46-10-233.png,6.822519083969466,6.25,143,131
16-46-10-280.png,6.822519083969466,6.25,143,131
16-46-10-322.png,6.822519083969466,6.25,143,131
16-46-10-355.png,6.822519083969466,6.25,143,131
16-46-10-401.png,6.822519083969466,6.25,143,131
16-46-10-446.png,6.822519083969466,6.25,143,131
16-46-10-489.png,7.442748091603054,6.536259541984733,156,137
16-46-10-536.png,7.395038167938932,6.536259541984733,155,137
16-46-10-581.png,7.395038167938932,6.536259541984733,155,137
16-46-10-623.png,7.204198473282443,6.7748091603053435,151,142
16-46-10-668.png,7.395038167938932,6.7748091603053435,155,142
16-46-10-712.png,7.395038167938932,6.7748091603053435,155,142
16-46-10-756.png,7.395038167938932,6.7748091603053435,155,142
16-46-10-804.png,7.395038167938932,6.536259541984733,155,137
16-46-10-846.png,7.204198473282443,6.536259541984733,151,137
16-46-10-891.png,7.395038167938932,6.536259541984733,155,137
16-46-10-935.png,7.204198473282443,6.536259541984733,151,137
16-46-10-970.png,7.204198473282443,6.536259541984733,151,137
16-46-11-011.png,7.204198473282443,6.536259541984733,151,137
16-46-11-044.png,7.204198473282443,6.536259541984733,151,137
16-46-11-092.png,7.204198473282443,6.536259541984733,151,137
16-46-11-134.png,7.204198473282443,6.536259541984733,151,137
16-46-11-178.png,7.204198473282443,6.536259541984733,151,137
16-46-11-225.png,7.013358778625955,6.536259541984733,147,137
16-46-11-268.png,7.013358778625955,6.536259541984733,147,137
16-46-11-314.png,7.204198473282443,6.536259541984733,151,137
16-46-11-359.png,7.58587786259542,6.536259541984733,159,137
16-46-11-394.png,7.204198473282443,6.7748091603053435,151,142
16-46-11-430.png,7.204198473282443,6.536259541984733,151,137
16-46-11-467.png,7.395038167938932,6.536259541984733,155,137
16-46-11-513.png,7.395038167938932,6.536259541984733,155,137
16-46-11-556.png,7.395038167938932,6.536259541984733,155,137
16-46-11-601.png,7.395038167938932,6.7748091603053435,155,142
16-46-11-648.png,7.204198473282443,6.4885496183206115,151,136
16-46-11-690.png,7.013358778625955,6.4885496183206115,147,136
16-46-11-735.png,7.204198473282443,6.727099236641222,151,141
16-46-11-780.png,7.013358778625955,6.4885496183206115,147,136
16-46-11-824.png,6.6316793893129775,6.4885496183206115,139,136
16-46-11-869.png,5.4389312977099245,5.772900763358779,114,121
16-46-11-912.png,0,0,0,0
16-46-11-954.png,0,0,0,0
16-46-12-003.png,0,0,0,0
16-46-12-038.png,0,0,0,0
16-46-12-079.png,1.33587786259542,1.8129770992366414,28,38
16-46-12-124.png,5.057251908396947,5.486641221374046,106,115
16-46-12-172.png,4.1030534351145045,4.961832061068702,86,104
16-46-12-207.png,4.484732824427481,5.200381679389313,94,109
16-46-12-245.png,4.1030534351145045,4.961832061068702,86,104
16-46-12-290.png,3.9122137404580157,4.961832061068702,82,104
16-46-12-334.png,3.6736641221374047,4.437022900763359,77,93
16-46-12-370.png,2.5286259541984735,2.8625954198473282,53,60
16-46-12-411.png,2.1469465648854964,2.3377862595419847,45,49
16-46-12-458.png,0,0,0,0
16-46-12-499.png,0,0,0,0
16-46-12-545.png,0,0,0,0
16-46-12-591.png,2.7194656488549622,3.148854961832061,57,66
16-46-12-634.png,0,0,0,0
16-46-12-678.png,0,0,0,0
16-46-12-723.png,3.33969465648855,4.198473282442748,70,88
16-46-12-767.png,3.148854961832061,3.9122137404580157,66,82
16-46-12-811.png,2.3377862595419847,2.8625954198473282,49,60
16-46-12-855.png,2.7194656488549622,3.3874045801526718,57,71
16-46-12-901.png,4.1030534351145045,5.200381679389313,86,109
16-46-12-948.png,4.866412213740459,5.7251908396946565,102,120
16-46-12-989.png,4.484732824427481,5.486641221374046,94,115
16-46-13-023.png,5.057251908396947,5.963740458015268,106,125
16-46-13-068.png,4.675572519083969,5.7251908396946565,98,120
16-46-13-113.png,4.866412213740459,5.963740458015268,102,125
16-46-13-154.png,5.248091603053435,6.536259541984733,110,137
16-46-13-188.png,5.248091603053435,6.536259541984733,110,137
16-46-13-222.png,5.248091603053435,6.536259541984733,110,137
16-46-13-269.png,4.866412213740459,5.963740458015268,102,125
16-46-13-310.png,4.1030534351145045,5.200381679389313,86,109
16-46-13-345.png,3.530534351145038,4.437022900763359,74,93
16-46-13-388.png,4.293893129770993,5.200381679389313,90,109
16-46-13-423.png,4.293893129770993,5.486641221374046,90,115
16-46-13-468.png,4.1030534351145045,5.486641221374046,86,115
16-46-13-511.png,0,0,0,0
16-46-13-557.png,0,0,0,0
16-46-13-601.png,0.5725190839694657,1.049618320610687,12,22
16-46-13-639.png,0,0,0,0
16-46-13-678.png,0,0,0,0
16-46-13-725.png,0,0,0,0
16-46-13-784.png,0,0,0,0
16-46-13-835.png,2.1469465648854964,2.8625954198473282,45,60
16-46-13-878.png,3.9122137404580157,5.200381679389313,82,109
16-46-13-924.png,3.721374045801527,4.961832061068702,78,104
16-46-13-966.png,5.868320610687023,7.061068702290076,123,148
16-46-13-999.png,5.2958015267175576,6.25,111,131
16-46-14-033.png,6.059160305343512,7.061068702290076,127,148
16-46-14-078.png,6.25,7.061068702290076,131,148
16-46-14-123.png,5.868320610687023,6.7748091603053435,123,142
16-46-14-165.png,6.440839694656489,6.7748091603053435,135,142
16-46-14-199.png,6.440839694656489,6.7748091603053435,135,142
16-46-14-246.png,6.6316793893129775,7.061068702290076,139,148
